author_type;location;floor;floors_count;rooms_count;total_meters;price;year_of_construction;living_meters;kitchen_meters;district;underground;price_per_sqm
real_estate_agent;Москва;21;24;1;41;13390000;2021;16;10;Москворечье-Сабурово;Москворечье;326585
realtor;Москва;2;2;1;35;9500000;-1;15;10;Басманный;Бауманская;271429
homeowner;Москва;11;17;1;45;10250000;2008;21;10;;Рассказовка;227778
realtor;Москва;13;14;1;37;11700000;1979;20;10;Бабушкинский;Бабушкинская;316216
realtor;Москва;3;8;1;38;9900000;2003;21;9;Люблино;Братиславская;260526
realtor;Москва;4;9;1;32;8600000;1968;19;7;Выхино-Жулебино;Юго-Восточная;268750
realtor;Москва;3;12;1;34;10200000;1965;20;10;Левобережный;Речной вокзал;300000
real_estate_agent;Москва;3;20;1;39;25000000;2024;16;14;Хорошево-Мневники;Хорошёво;641026
realtor;Москва;8;17;1;38;9900000;1998;-1;9;Марьино;Братиславская;260526
real_estate_agent;Москва;13;22;1;39;15300000;2022;12;18;Останкинский;Ботанический сад;392308
real_estate_agent;Москва;15;44;1;60;28500000;2024;14;25;Хорошево-Мневники;Хорошёво;475000
real_estate_agent;Москва;23;25;1;46;11200000;2022;14;16;;Рассказовка;243478
unknown;Москва;2;14;1;39;9150000;1988;21;9;Марьино;Марьино;234615
unknown;Москва;5;8;1;30;12700000;1961;18;7;Даниловский;Пролетарская;423333
homeowner;Москва;6;16;1;37;9500000;2006;19;7;Косино-Ухтомский;Лухмановская;256757
realtor;Москва;16;17;1;38;14700000;1985;19;9;Раменки;Мичуринский проспект;386842
realtor;Москва;4;6;1;51;18900000;1951;25;15;Южнопортовый;Автозаводская;370588
unknown;Москва;2;23;1;41;19800000;2024;14;16;Хорошево-Мневники;Терехово ;482927
homeowner;Москва;6;8;1;40;24300000;2020;14;14;Филевский парк;Фили;607500
unknown;Москва;11;14;1;36;13500000;1969;19;8;Войковский;Водный стадион;375000
real_estate_agent;Москва;7;14;1;41;11300000;1985;21;8;Братеево;Алма-Атинская;275610
realtor;Москва;12;17;1;34;12700000;2006;15;8;Кунцево;Кунцевская;373529
realtor;Москва;3;26;1;38;30500000;2021;-1;-1;Очаково-Матвеевское;Матвеевская;802632
real_estate_agent;Москва;4;9;1;36;9120000;1980;19;9;Люблино;Братиславская;253333
real_estate_agent;Москва;12;18;1;30;14900000;-1;19;6;Проспект Вернадского;Новаторская;496667
homeowner;Москва;10;12;1;35;10500000;1967;20;10;Перово;Чухлинка;300000
realtor;Москва;11;16;1;36;7500000;1992;18;10;;;208333
homeowner;Москва;3;5;1;37;14940000;1953;20;9;Ростокино;Ростокино;403784
real_estate_agent;Москва;16;23;1;43;30000000;2024;13;17;Хорошево-Мневники;Терехово ;697674
unknown;Москва;5;27;1;37;22300000;2019;-1;8;Лефортово;Авиамоторная;602703
real_estate_agent;Москва;1;3;1;209;6895000;1900;13;3;Басманный;Электрозаводская;32990
real_estate_agent;Москва;15;17;1;40;9400000;2014;20;10;;Новомосковская;235000
real_estate_agent;Москва;1;3;1;32;6000000;-1;15;10;;Апрелевка;187500
real_estate_agent;Москва;5;21;2;60;26000000;2022;36;12;Хорошево-Мневники;Народное Ополчение;433333
real_estate_agent;Москва;2;55;-1;31;15300000;2024;15;10;Марьина роща;Марьина Роща;493548
real_estate_agent;Москва;14;23;3;59;25500000;2023;-1;20;Донской;Верхние котлы;432203
real_estate_agent;Москва;5;12;3;62;14700000;-1;45;7;Чертаново Центральное;Южная;237097
homeowner;Москва;1;5;1;32;11500000;1959;17;6;Ярославский;Свиблово;359375
homeowner;Москва;2;25;2;81;39900000;-1;50;31;Покровское-Стрешнево;Трикотажная;492593
realtor;Москва;22;25;2;59;16250000;2019;23;16;Митино;Пятницкое шоссе;275424
real_estate_agent;Москва;2;15;3;67;35700000;2022;30;15;Раменки;Раменки;532836
real_estate_agent;Москва;2;8;-1;158;6300000;1962;5;6;Савеловский;Дмитровская;39873
real_estate_agent;Москва;11;17;2;52;19700000;2003;33;10;Обручевский;Университет Дружбы Народов;378846
realtor;Москва;8;9;3;52;11700000;-1;-1;7;Ясенево;Новоясеневская;225000
realtor;Москва;14;16;2;55;20500000;1997;33;10;Хорошево-Мневники;Народное Ополчение;372727
realtor;Москва;7;12;2;72;33300000;-1;-1;16;Раменки;Раменки;462500
real_estate_agent;Москва;20;36;4;122;58700000;2023;72;20;Беговой;Динамо;481148
realtor;Москва;5;9;2;45;11100000;1977;29;6;Ясенево;Новоясеневская;246667
real_estate_agent;Москва;2;22;2;42;25600000;2019;25;8;Аэропорт;Красный Балтиец;609524
realtor;Москва;3;5;1;309;9350000;-1;17;6;Измайлово;Измайловская;30259
homeowner;Москва;2;3;-1;45;7000000;2012;13;15;;Саларьево;155556
realtor;Москва;10;19;1;42;18999000;-1;17;11;Обручевский;Новаторская;452357
real_estate_agent;Москва;17;23;4;170;52400000;1999;105;13;Раменки;Поклонная;308235
homeowner;Москва;7;17;2;53;21490000;1986;32;9;Крылатское;Крылатское;405472
realtor;Москва;2;9;-1;284;13800000;2020;16;6;Басманный;Бауманская;48592
realtor;Москва;4;9;2;45;13700000;-1;28;7;Очаково-Матвеевское;Матвеевская;304444
real_estate_agent;Москва;2;5;4;140;150000000;2021;100;10;Замоскворечье;Новокузнецкая;1071429
unknown;Москва;1;7;2;59;45000000;1910;38;10;Хамовники;Смоленская;762712
real_estate_agent;Москва;1;14;2;55;13900000;2005;25;12;Метрогородок;Бульвар Рокоссовского;252727
homeowner;Москва;1;12;1;34;9000000;1968;19;10;Перово;Перово;264706
real_estate_agent;Москва;2;9;4;62;14500000;1971;46;6;Вешняки;Выхино;233871
realtor;Москва;8;12;4;125;88500000;-1;-1;28;Донской;Ленинский проспект;708000
real_estate_agent;Москва;13;17;1;37;13000000;1986;23;9;Крылатское;Крылатское;351351
developer;Москва;2;20;2;93;27762380;2024;29;25;Головинский;Коптево;298520
realtor;Москва;6;10;1;46;6570000;2024;21;10;;Потапово;142826
realtor;Москва;7;14;1;39;10500000;1997;20;9;Марьино;Братиславская;269231
realtor;Москва;2;17;1;38;12500000;2003;19;7;Люблино;Люблино;328947
real_estate_agent;Москва;7;10;2;47;33500000;1957;29;6;Гагаринский;Вавиловская;712766
developer;Москва;19;45;1;262;15327000;2021;13;-1;Западное Дегунино;Селигерская;58500
realtor;Москва;9;17;2;50;13600000;1984;30;8;Лосиноостровский;Медведково;272000
real_estate_agent;Москва;6;9;3;58;13800000;1974;45;6;Богородское;Бульвар Рокоссовского;237931
real_estate_agent;Москва;5;5;3;96;30000000;1959;-1;12;Ростокино;Ростокино;312500
homeowner;Москва;5;12;1;38;14000000;1981;-1;9;Бутырский;Фонвизинская;368421
realtor;Москва;11;17;1;38;9700000;2003;19;8;Люблино;Люблино;255263
homeowner;Москва;7;17;3;78;22000000;2004;46;10;Южное Бутово;Бунинская аллея;282051
realtor;Москва;12;14;1;38;13500000;2008;-1;7;Северное Измайлово;Щёлковская;355263
real_estate_agent;Москва;3;5;2;43;13500000;1963;22;5;Головинский;Моссельмаш;313953
real_estate_agent;Москва;6;16;1;50;19500000;2004;23;12;Обручевский;Университет Дружбы Народов;390000
real_estate_agent;Москва;11;23;2;57;20000000;2023;34;10;Донской;Крымская;350877
real_estate_agent;Москва;1;5;3;56;22000000;1960;34;6;Тверской;Достоевская;392857
real_estate_agent;Москва;4;17;1;35;11999988;-1;15;9;Ново-Переделкино;Новопеределкино;342857
real_estate_agent;Москва;8;9;1;34;9700000;1979;19;6;Гольяново;Щёлковская;285294
realtor;Москва;17;21;1;38;19500000;2023;-1;18;Головинский;Коптево;513158
realtor;Москва;6;8;1;156;6500000;-1;-1;3;Преображенское;Электрозаводская;41667
real_estate_agent;Москва;5;8;3;130;110000000;-1;75;50;Замоскворечье;Третьяковская;846154
real_estate_agent;Москва;14;22;1;28;10999000;-1;-1;4;Покровское-Стрешнево;Спартак;392821
homeowner;Москва;6;8;3;86;39900000;1959;60;10;Гагаринский;Профсоюзная;463953
realtor;Москва;7;14;1;40;17500000;2014;15;12;Проспект Вернадского;Проспект Вернадского;437500
realtor;Москва;24;25;1;39;10900000;-1;-1;19;Люблино;Перерва;279487
real_estate_agent;Москва;6;16;1;37;10300000;1982;20;8;Бирюлево Восточное;Бирюлёво;278378
real_estate_agent;Москва;3;25;3;78;40800000;2004;30;14;Очаково-Матвеевское;Озёрная;523077
real_estate_agent;Москва;22;22;3;85;20500000;2024;51;13;;Рассказовка;241176
realtor;Москва;11;12;3;79;22500000;1995;45;10;Марьино;Братиславская;284810
homeowner;Москва;11;12;3;67;16800000;-1;45;10;Новогиреево;Новогиреево;250746
real_estate_agent;Москва;12;33;1;264;15000000;2019;-1;-1;Западное Дегунино;Селигерская;56818
unknown;Москва;5;24;3;96;46000000;2024;44;15;Щукино;Октябрьское поле;479167
real_estate_agent;Москва;5;5;2;45;14500000;1959;-1;6;Марфино;Улица Милашенкова;322222
real_estate_agent;Москва;4;25;1;24;12650000;2022;-1;5;Щукино;Бульвар Генерала Карбышева;527083
real_estate_agent;Москва;16;22;1;25;10500000;2022;-1;6;Хорошевский;Хорошёвская;420000
real_estate_agent;Москва;20;21;2;67;62000000;2019;30;14;Беговой;Динамо;925373
real_estate_agent;Москва;5;20;2;43;21500000;-1;-1;22;Хорошево-Мневники;Народное Ополчение;500000
real_estate_agent;Москва;10;30;1;27;13500000;2021;-1;9;Южнопортовый;Угрешская;500000
real_estate_agent;Москва;1;20;2;35;13600000;2020;-1;13;Лефортово;Авиамоторная;388571
real_estate_agent;Москва;8;16;2;50;15990000;1981;32;13;Очаково-Матвеевское;Аминьевская;319800
real_estate_agent;Москва;7;8;2;60;23699999;1958;40;10;Гагаринский;Ленинский проспект;395000
real_estate_agent;Москва;12;37;3;87;78000000;2019;60;15;Хорошево-Мневники;Шелепиха;896552
real_estate_agent;Москва;4;18;5;192;240000000;2024;-1;18;Раменки;Поклонная;1250000
real_estate_agent;Москва;2;9;2;37;11000000;1965;23;8;Гольяново;Щёлковская;297297
real_estate_agent;Москва;2;8;2;55;20950000;-1;-1;9;Ломоносовский;Проспект Вернадского;380909
real_estate_agent;Москва;14;17;2;50;30500000;2023;30;13;Даниловский;Автозаводская;610000
real_estate_agent;Москва;16;20;2;62;15800000;-1;32;12;;Рассказовка;254839
real_estate_agent;Москва;13;33;2;35;19300000;2024;20;10;Хорошево-Мневники;Шелепиха;551429
real_estate_agent;Москва;44;46;1;39;22600000;2019;23;12;Пресненский;Шелепиха;579487
real_estate_agent;Москва;5;14;1;37;12000000;-1;15;11;;Ольховая;324324
real_estate_agent;Москва;1;2;5;200;400000000;2023;-1;20;Якиманка;Боровицкая;2000000
realtor;Москва;4;6;3;104;47000000;1876;-1;12;Пресненский;Арбатская;451923
real_estate_agent;Москва;18;25;3;88;14799000;-1;44;12;;Рассказовка;168170
real_estate_agent;Москва;8;10;1;35;9950000;-1;18;9;Новогиреево;Кусково;284286
real_estate_agent;Москва;4;5;1;243;9990000;-1;17;-1;Головинский;Моссельмаш;41111
real_estate_agent;Москва;11;12;-1;42;3200000;-1;22;7;Преображенское;Преображенская площадь;76190
real_estate_agent;Москва;2;5;3;62;16500000;-1;35;10;Люблино;Депо;266129
real_estate_agent;Москва;11;16;1;19;7890000;1976;12;-1;Очаково-Матвеевское;Давыдково;415263
real_estate_agent;Москва;3;9;1;33;9000000;-1;19;7;Выхино-Жулебино;Юго-Восточная;272727
real_estate_agent;Москва;1;16;1;37;9000000;-1;13;12;Ясенево;Новоясеневская;243243
real_estate_agent;Москва;14;17;2;70;16200000;2013;51;10;;Рассказовка;231429
real_estate_agent;Москва;14;17;3;66;17500000;2022;36;13;Молжаниновский;Новоподрезково;265152
real_estate_agent;Москва;9;68;2;92;109999000;-1;56;15;Пресненский;Деловой центр;1195641
real_estate_agent;Москва;3;9;3;58;21000000;1974;43;6;Марьина роща;Достоевская;362069
real_estate_agent;Москва;3;13;3;70;33599000;2019;51;12;Лефортово;Москва-Товарная;479986
real_estate_agent;Москва;12;29;3;75;40000000;2022;55;11;Фили-Давыдково;Кунцевская;533333
real_estate_agent;Москва;3;23;3;131;34000000;2007;69;21;Солнцево;Солнцево;259542
real_estate_agent;Москва;4;9;3;60;16500000;-1;38;8;Кунцево;Кунцевская;275000
real_estate_agent;Москва;8;16;1;45;25900000;2024;-1;-1;Филевский парк;Фили;575556
realtor;Москва;17;19;3;72;23500000;2015;37;8;Котловка;Крымская;326389
unknown;Москва;6;13;4;119;73000000;2011;-1;37;Ломоносовский;Профсоюзная;613445
real_estate_agent;Москва;2;25;3;135;40000000;2000;95;18;Можайский;Кунцевская;296296
homeowner;Москва;2;8;3;72;23000000;-1;-1;8;Бутырский;Дмитровская;319444
realtor;Москва;5;8;2;60;30000000;1959;39;10;Дорогомилово;Москва-Сити;500000
real_estate_agent;Москва;3;12;3;123;59000000;2003;89;16;Пресненский;Улица 1905 года;479675
real_estate_agent;Москва;6;14;1;38;8800000;-1;19;9;Выхино-Жулебино;Котельники;231579
real_estate_agent;Москва;5;16;2;51;12250000;-1;34;10;Лианозово;Лианозово;240196
real_estate_agent;Москва;4;12;2;38;20500000;1970;-1;8;Пресненский;Улица 1905 года;539474
real_estate_agent;Москва;3;4;5;246;285000000;1911;-1;15;Хамовники;Парк Культуры;1158537
homeowner;Москва;18;18;3;80;17990000;2021;-1;11;Бирюлево Восточное;Покровское;224875
real_estate_agent;Москва;5;5;-1;32;4490000;2022;22;4;;Филатов Луг;140313
real_estate_agent;Москва;6;25;1;238;9200000;2024;13;6;Нижегородский;Нижегородская;38655
real_estate_agent;Москва;18;21;2;68;23250000;-1;30;23;Сокольники;Рижская;341912
realtor;Москва;7;15;3;120;325000000;-1;68;13;Хамовники;Спортивная;2708333
real_estate_agent;Москва;2;9;4;210;170000000;2005;140;20;Арбат;Арбатская;809524
real_estate_agent;Москва;3;21;3;99;28000000;2022;53;16;Сокольники;Рижская;282828
real_estate_agent;Москва;9;18;2;47;10899000;2023;-1;10;Останкинский;Ботанический сад;231894
real_estate_agent;Москва;3;3;3;100;250000000;1926;80;10;Пресненский;Пушкинская;2500000
realtor;Москва;4;27;3;84;36800000;2020;39;15;Хорошево-Мневники;Шелепиха;438095
real_estate_agent;Москва;4;22;1;38;15000000;2003;20;10;Обручевский;Университет Дружбы Народов;394737
real_estate_agent;Москва;6;14;2;45;12200000;1972;29;7;Чертаново Южное;Пражская;271111
real_estate_agent;Москва;20;24;2;56;18000000;2008;32;12;Бескудниковский;Яхромская;321429
real_estate_agent;Москва;12;13;2;53;17500000;2003;31;8;Савёлки;Зеленоград — Крюково;330189
real_estate_agent;Москва;8;21;2;60;28990000;-1;10;37;Филевский парк;Фили;483167
real_estate_agent;Москва;24;24;2;55;16150000;-1;32;10;Кузьминки;Кузьминки;293636
real_estate_agent;Москва;8;10;4;133;70000000;-1;82;15;Мещанский;Сухаревская;526316
real_estate_agent;Москва;4;5;3;70;40000000;1932;50;8;Красносельский;Сухаревская;571429
real_estate_agent;Москва;5;7;3;87;64000000;1912;53;15;Басманный;Чистые пруды;735632
real_estate_agent;Москва;2;5;1;32;9500000;-1;18;6;Царицыно;Царицыно;296875
real_estate_agent;Москва;6;25;1;36;19800000;2022;15;12;Щукино;Октябрьское поле;550000
real_estate_agent;Москва;3;10;4;157;157500000;2009;100;21;Басманный;Курская;1003185
real_estate_agent;Москва;2;16;4;118;41900000;2003;75;22;Обручевский;Университет Дружбы Народов;355085
real_estate_agent;Москва;2;26;1;33;11000000;2014;15;12;;Ольховая;333333
real_estate_agent;Москва;12;12;3;69;18800000;2024;34;16;;Мичуринец;272464
real_estate_agent;Москва;3;8;1;317;7900000;2024;12;9;;Ольховая;24921
realtor;Москва;2;16;2;60;19999999;1997;38;12;Покровское-Стрешнево;Щукинская;333333
real_estate_agent;Москва;18;23;1;42;15350000;2014;20;13;Соколиная гора;Измайлово;365476
official_representative;Москва;1;4;2;53;17625300;2014;-1;9;Покровское-Стрешнево;Тушинская;332553
real_estate_agent;Москва;2;5;4;105;36500000;1957;63;9;Ростокино;Улица Сергея Эйзенштейна;347619
real_estate_agent;Москва;15;17;3;59;13500000;2024;38;7;Молжаниновский;Новоподрезково;228814
real_estate_agent;Москва;5;24;3;69;24900000;-1;35;17;Донской;Верхние котлы;360870
real_estate_agent;Москва;10;32;1;42;19500000;2021;21;13;Богородское;Преображенская площадь;464286
real_estate_agent;Москва;6;25;2;60;14500000;-1;28;12;;Рассказовка;241667
real_estate_agent;Москва;14;18;2;54;15900000;2019;-1;10;Северное Бутово;Бульвар Дмитрия Донского;294444
real_estate_agent;Москва;21;26;-1;27;24479000;-1;-1;5;Арбат;Арбатская;906630
real_estate_agent;Москва;12;12;2;47;8470000;-1;29;6;;Троицк;180213
official_representative;Москва;1;4;-1;43;13293100;2014;-1;7;Покровское-Стрешнево;Тушинская;309142
realtor;Москва;2;8;3;56;19800000;1963;41;6;Тимирязевский;Дмитровская;353571
real_estate_agent;Москва;6;9;2;35;14700000;-1;23;7;Гольяново;Щёлковская;420000
realtor;Москва;1;12;2;46;10500000;1979;-1;7;Строгино;Строгино;228261
realtor;Москва;7;9;1;32;12950000;1962;21;7;Савеловский;Дмитровская;404688
real_estate_agent;Москва;3;12;2;44;9900000;2023;26;9;;Щербинка;225000
real_estate_agent;Москва;6;17;3;75;23500000;2007;-1;16;Марфино;Улица Милашенкова;313333
realtor;Москва;11;25;3;58;25100000;2018;39;9;Отрадное;Отрадное;432759
real_estate_agent;Москва;8;10;2;49;17500000;2024;-1;3;Головинский;Коптево;357143
real_estate_agent;Москва;8;10;2;64;21252000;2024;-1;3;Головинский;Коптево;332063
real_estate_agent;Москва;3;5;1;35;26000000;1927;18;7;Красносельский;Комсомольская;742857
real_estate_agent;Москва;4;13;2;55;27000000;2020;32;10;Богородское;Белокаменная;490909
real_estate_agent;Москва;13;17;1;42;11300000;2010;-1;9;;Рассказовка;269048
real_estate_agent;Москва;12;20;1;34;13900000;2018;-1;11;Отрадное;Окружная;408824
real_estate_agent;Москва;4;17;1;39;12650000;1993;19;9;Митино;Пятницкое шоссе;324359
real_estate_agent;Москва;8;16;1;29;8800000;2023;10;9;;Потапово;303448
realtor;Москва;4;5;1;308;11000000;1965;19;6;Люблино;Люблино;35714
real_estate_agent;Москва;5;14;2;43;12299990;-1;29;9;Новогиреево;Новогиреево;286046
real_estate_agent;Москва;3;10;4;154;154200000;2009;71;37;Басманный;Курская;1001299
homeowner;Москва;9;10;2;60;16800000;2004;34;13;Косино-Ухтомский;Лухмановская;280000
homeowner;Москва;2;17;2;58;16650000;-1;-1;10;Гольяново;Черкизовская;287069
real_estate_agent;Москва;8;9;1;32;13300000;1966;18;6;Нагатинский затон;Коломенская;415625
unknown;Москва;9;18;1;44;16500000;2009;18;11;Кунцево;Молодёжная;375000
real_estate_agent;Москва;2;3;1;179;14960000;1905;-1;-1;Хамовники;Кропоткинская;83575
real_estate_agent;Москва;3;8;4;121;39000000;1937;85;10;Беговой;Белорусская;322314
real_estate_agent;Москва;2;9;3;58;12700000;-1;41;6;Отрадное;Отрадное;218966
real_estate_agent;Москва;6;9;1;32;8900000;1971;19;6;Чертаново Южное;Улица Академика Янгеля;278125
unknown;Москва;4;5;2;55;14000000;1956;33;8;Люблино;Люблино;254545
realtor;Москва;4;17;1;46;22000000;2024;18;16;Даниловский;ЗИЛ;478261
real_estate_agent;Москва;16;30;3;130;57500000;-1;72;18;Сокол;Панфиловская;442308
real_estate_agent;Москва;2;5;1;186;15200000;1914;-1;-1;Хамовники;Кропоткинская;81720
official_representative;Москва;4;4;-1;44;19622400;2014;-1;7;Покровское-Стрешнево;Тушинская;445964
real_estate_agent;Москва;2;12;2;39;6500000;-1;-1;6;;Ольховая;166667
real_estate_agent;Москва;12;16;2;57;17500000;1981;28;12;Дмитровский;Лианозово;307018
real_estate_agent;Москва;8;9;2;42;16600000;1965;25;8;Гагаринский;Вавиловская;395238
real_estate_agent;Москва;5;30;3;70;37000000;2023;39;14;Хорошево-Мневники;Народное Ополчение;528571
real_estate_agent;Москва;6;16;2;47;13990000;1979;29;10;Ясенево;Новоясеневская;297660
real_estate_agent;Москва;2;4;1;268;19970000;1876;-1;-1;Тверской;Трубная;74515
real_estate_agent;Москва;3;14;1;40;16000000;2003;21;9;Южнопортовый;Дубровка;400000
real_estate_agent;Москва;5;12;1;35;13700000;1971;18;8;Донской;Крымская;391429
real_estate_agent;Москва;3;5;3;112;85000000;-1;87;20;Хамовники;Спортивная;758929
developer;Москва;7;30;1;37;13660350;2024;13;16;Южнопортовый;Волгоградский проспект;369199
developer;Москва;3;30;1;36;17127149;2024;13;16;Южнопортовый;Волгоградский проспект;475754
realtor;Москва;6;9;1;32;11500000;1979;20;7;Котловка;Крымская;359375
homeowner;Москва;18;24;1;45;13900000;2005;20;15;Северное Бутово;Бульвар Дмитрия Донского;308889
realtor;Москва;8;12;2;48;16500000;1965;31;9;Хорошевский;Полежаевская;343750
real_estate_agent;Москва;8;14;2;57;13500000;1992;35;9;Северное Бутово;Бульвар Дмитрия Донского;236842
unknown;Москва;7;9;2;45;12700000;1968;-1;5;Выхино-Жулебино;Юго-Восточная;282222
real_estate_agent;Москва;11;30;1;41;23000000;2021;14;15;Южнопортовый;Угрешская;560976
real_estate_agent;Москва;1;12;1;35;9900000;1967;20;10;Южное Тушино;Сходненская;282857
real_estate_agent;Москва;5;17;1;38;10800000;1999;19;8;Люблино;Люблино;284211
real_estate_agent;Москва;3;8;2;45;15890000;1958;31;4;Южнопортовый;Пролетарская;353111
unknown;Москва;2;35;3;113;37900000;2023;-1;25;Левобережный;Речной вокзал;335398
real_estate_agent;Москва;9;27;2;80;32000000;2024;50;23;Пресненский;Шелепиха;400000
real_estate_agent;Москва;7;9;1;317;11300000;1964;21;5;Зюзино;Каховская;35647
real_estate_agent;Москва;2;4;-1;295;9890000;1614;15;5;Нагорный;Нагорная;33525
realtor;Москва;6;14;2;50;15500000;1995;28;9;Новокосино;Новокосино;310000
real_estate_agent;Москва;5;10;1;32;9850000;2024;-1;-1;Головинский;Коптево;307813
real_estate_agent;Москва;4;10;2;62;10300000;-1;33;12;;Щербинка;166129
realtor;Москва;8;17;2;54;14500000;1991;32;9;Ново-Переделкино;Новопеределкино;268519
realtor;Москва;5;12;3;63;21500000;1973;-1;7;Зюзино;Нахимовский проспект;341270
realtor;Москва;6;10;1;48;6300000;2024;18;12;;Потапово;131250
real_estate_agent;Москва;1;14;1;34;12500000;1973;17;10;Филевский парк;Фили;367647
real_estate_agent;Москва;19;21;4;140;187990000;2023;95;10;Пресненский;Улица 1905 года;1342786
real_estate_agent;Москва;17;21;4;185;191490000;2023;161;19;Пресненский;Улица 1905 года;1035081
real_estate_agent;Москва;4;14;3;93;52000000;2022;70;15;Раменки;Минская;559140
real_estate_agent;Москва;11;12;1;33;11500000;1972;17;8;Коньково;Беляево;348485
realtor;Москва;2;5;2;42;12980000;-1;25;6;Южное Тушино;Сходненская;309048
real_estate_agent;Москва;18;25;2;60;19990000;2019;35;15;Орехово-Борисово Южное;Домодедовская;333167
unknown;Москва;18;40;3;109;64200000;2012;53;18;Обручевский;Новые Черёмушки;588991
developer;Москва;29;33;1;38;14727517;2023;11;-1;Очаково-Матвеевское;Озёрная;387566
homeowner;Москва;18;33;1;236;13200000;2024;12;6;Бутырский;Бутырская;55932
realtor;Москва;3;21;4;120;200000000;-1;-1;15;Хамовники;Кропоткинская;1666667
homeowner;Москва;6;8;-1;16;7400000;-1;10;3;Преображенское;Электрозаводская;462500
realtor;Москва;2;3;2;56;27700000;1926;35;9;Красносельский;Красносельская;494643
realtor;Москва;11;12;1;38;9000000;2002;21;9;Люблино;Люблино;236842
real_estate_agent;Москва;3;4;2;70;60000000;2016;-1;30;Замоскворечье;Новокузнецкая;857143
homeowner;Москва;2;12;2;44;12200000;1974;29;7;Выхино-Жулебино;Выхино;277273
realtor;Москва;17;17;2;54;12500000;-1;32;9;Некрасовка;Некрасовка;231481
real_estate_agent;Москва;2;8;-1;158;6300000;1962;-1;3;Савеловский;Дмитровская;39873
real_estate_agent;Москва;25;25;3;78;21500000;-1;41;23;Люблино;Перерва;275641
real_estate_agent;Москва;12;12;1;39;10800000;1975;21;9;Чертаново Южное;Улица Академика Янгеля;276923
realtor;Москва;6;12;2;58;14200000;2002;30;12;Люблино;Люблино;244828
real_estate_agent;Москва;18;42;4;137;97767000;2022;85;30;Хорошевский;Аэропорт;713628
homeowner;Москва;6;9;3;58;16200000;1972;-1;6;Коньково;Беляево;279310
homeowner;Москва;5;16;1;35;7800000;-1;19;8;Бирюлево Восточное;Царицыно;222857
homeowner;Москва;30;78;2;60;51000000;2020;-1;30;Пресненский;Москва-Сити;850000
realtor;Москва;1;5;2;54;18990000;-1;-1;-1;Ломоносовский;;351667
real_estate_agent;Москва;13;28;2;33;16000000;-1;20;6;Богородское;Бульвар Рокоссовского;484848
real_estate_agent;Москва;8;24;2;60;16200000;-1;40;10;Бирюлево Восточное;Каспийская;270000
realtor;Москва;13;21;2;56;23900000;-1;-1;-1;Дмитровский;;426786
real_estate_agent;Москва;11;19;1;36;15970000;2015;19;9;Академический;Академическая;443611
homeowner;Москва;12;17;3;86;22330000;2002;56;11;Бескудниковский;Дегунино;259651
real_estate_agent;Москва;2;14;1;42;14500000;-1;20;12;;Говорово;345238
real_estate_agent;Москва;2;6;2;75;33990000;2000;47;14;Перово;Перово;453200
unknown;Москва;9;9;2;43;9000000;1970;28;9;Вешняки;Вешняки;209302
real_estate_agent;Москва;5;5;2;60;12000000;1957;37;7;Лосиноостровский;Бабушкинская;200000
realtor;Москва;2;17;2;58;14200000;2008;34;10;Можайский;Сетунь;244828
realtor;Москва;6;9;-1;45;7500000;1976;29;6;Коньково;Беляево;166667
realtor;Москва;6;8;3;56;17200000;1961;39;6;Щукино;Щукинская;307143
realtor;Москва;3;11;3;77;35500000;1959;55;8;Дорогомилово;Парк Победы;461039
realtor;Москва;9;9;3;60;11700000;1973;45;7;Бирюлево Западное;Пражская;195000
realtor;Москва;5;10;2;54;26000000;-1;32;8;Дорогомилово;Кутузовская;481481
real_estate_agent;Москва;1;6;-1;166;5770000;1959;6;6;Останкинский;Марьина Роща;34759
realtor;Москва;3;12;2;51;20250000;2000;31;10;Беговой;Беговая;397059
real_estate_agent;Москва;9;9;1;36;7950000;1973;21;7;Люблино;Депо;220833
homeowner;Москва;9;41;1;42;28000000;2023;12;20;Хорошево-Мневники;Шелепиха;666667
real_estate_agent;Москва;14;14;5;180;59000000;1994;80;16;Черемушки;Новые Черёмушки;327778
homeowner;Москва;9;9;1;34;10100000;-1;20;6;Гольяново;Щёлковская;297059
real_estate_agent;Москва;7;12;1;35;8800000;-1;18;7;Можайский;Сетунь;251429
homeowner;Москва;6;22;-1;64;14800000;2022;-1;12;;Саларьево;231250
developer;Москва;1;12;2;52;10216800;2022;30;12;;Щербинка;196477
homeowner;Москва;5;5;2;43;9800000;1960;29;6;Перово;Перово;227907
real_estate_agent;Москва;15;25;4;235;78000000;2000;180;20;Можайский;Кунцевская;331915
realtor;Москва;19;25;2;69;23000000;-1;39;10;Северное Тушино;Планерная;333333
real_estate_agent;Москва;13;14;4;149;130000000;1956;90;27;Пресненский;Охотный ряд;872483
realtor;Москва;19;31;2;39;18900000;2024;-1;20;Марфино;Владыкино;484615
real_estate_agent;Москва;33;42;3;88;39200000;2024;47;21;Даниловский;Серпуховская;445455
real_estate_agent;Москва;16;21;4;125;80000000;-1;-1;44;Марьина роща;Марьина Роща;640000
realtor;Москва;14;30;3;115;51000000;2004;48;20;Сокол;Панфиловская;443478
real_estate_agent;Москва;8;10;2;57;18975000;2024;-1;3;Головинский;Коптево;332895
