author_type;location;floor;floors_count;rooms_count;total_meters;price;year_of_construction;living_meters;kitchen_meters;district;underground;price_per_sqm
developer;Москва;10;13;3;103;62517091;2024;74;6;Даниловский;Тульская;606962
real_estate_agent;Москва;37;41;3;97;72300000;2022;-1;-1;Хорошевский;Аэропорт;745361
real_estate_agent;Москва;5;21;3;116;115000000;-1;38;47;Пресненский;Улица 1905 года;991379
developer;Москва;2;4;3;135;207000000;2021;-1;-1;Якиманка;;1533333
real_estate_agent;Москва;7;41;3;91;80000000;2022;55;30;Хорошевский;Аэропорт;879121
developer;Москва;8;20;3;89;75348000;2024;-1;-1;Пресненский;Краснопресненская;846607
real_estate_agent;Москва;3;5;3;112;85000000;2012;-1;-1;Хамовники;Спортивная;758929
real_estate_agent;Москва;7;18;3;90;45000000;2018;-1;-1;Беговой;Динамо;500000
real_estate_agent;Москва;3;13;3;149;68000000;2001;-1;-1;Тверской;Новослободская;456376
real_estate_agent;Москва;5;21;3;117;115000000;2023;-1;47;Пресненский;Улица 1905 года;982906
real_estate_agent;Москва;20;43;3;84;37500000;2023;-1;-1;Хорошево-Мневники;Шелепиха;446429
real_estate_agent;Москва;8;8;3;86;46000000;1959;55;15;Замоскворечье;Павелецкая;534884
developer;Москва;6;41;3;95;45448290;-1;49;19;Даниловский;Тульская;478403
homeowner;Москва;7;15;2;46;23900000;2017;30;10;Хорошевский;ЦСКА;519565
real_estate_agent;Москва;39;41;2;56;40000000;-1;33;7;Хорошевский;Аэропорт;714286
real_estate_agent;Москва;5;21;2;117;115000000;-1;71;34;Пресненский;Улица 1905 года;982906
real_estate_agent;Москва;16;17;2;54;12700000;-1;34;9;;Пыхтино;235185
developer;Москва;4;17;4;103;58020150;2024;67;6;Раменки;Ломоносовский проспект;563302
real_estate_agent;Москва;4;7;4;173;451500000;-1;-1;19;Хамовники;Спортивная;2609827
developer;Москва;2;16;4;103;59627500;2024;54;-1;Даниловский;Тульская;578908
developer;Москва;2;17;3;72;43233300;2024;46;5;Раменки;Ломоносовский проспект;600463
real_estate_agent;Москва;3;15;3;100;180000000;2022;46;10;Хамовники;Спортивная;1800000
homeowner;Москва;5;11;1;229;7270000;2020;-1;-1;;Щербинка;31747
realtor;Москва;6;7;1;28;7300000;2021;-1;-1;;Санино;260714
unknown;Москва;8;9;1;199;7300000;2023;-1;-1;;Потапово;36683
homeowner;Москва;9;18;1;20;7300000;2020;-1;-1;;Потапово;365000
homeowner;Москва;7;9;1;30;7300000;2021;26;4;;Филатов Луг;243333
realtor;Москва;5;15;1;22;7300000;-1;-1;4;;Новомосковская;331818
homeowner;Москва;11;17;1;214;7300000;2022;-1;4;;Потапово;34112
homeowner;Москва;12;17;1;236;7300000;-1;-1;6;;Ольховая;30932
realtor;Москва;10;10;1;25;7400000;2001;-1;-1;Богородское;Бульвар Рокоссовского;296000
real_estate_agent;Москва;2;17;1;285;7400000;2022;18;6;;Ватутинки;25965
homeowner;Москва;13;14;1;289;7400000;2021;28;-1;Рязановское поселение;;25606
homeowner;Москва;12;14;1;296;7350000;2022;-1;-1;;Филатов Луг;24831
homeowner;Москва;10;14;1;298;7400000;2021;-1;-1;;Щербинка;24832
real_estate_agent;Москва;3;25;1;26;7490000;2016;12;6;;Новомосковская;288077
homeowner;Москва;15;21;1;25;7499000;2023;-1;-1;Южное Бутово;Бунинская аллея;299960
real_estate_agent;Москва;2;4;1;27;7500000;2022;19;3;;Филатов Луг;277778
realtor;Москва;12;17;1;40;7500000;2018;35;5;;Потапово;187500
real_estate_agent;Москва;1;12;1;33;7590000;2012;25;3;;Новомосковская;230000
real_estate_agent;Москва;9;16;1;24;7599000;2023;13;6;;Потапово;316625
realtor;Москва;6;22;1;23;7500000;2022;15;5;Ховрино;Грачёвская;326087
realtor;Москва;6;15;1;23;7590000;2018;-1;-1;;Новомосковская;330000
homeowner;Москва;1;12;1;28;7500000;-1;28;-1;;Филатов Луг;267857
homeowner;Москва;10;16;1;201;7500000;2020;-1;-1;;Бунинская аллея;37313
homeowner;Москва;15;15;1;211;7500000;2018;15;-1;НАО (Новомосковский);;35545
homeowner;Москва;10;12;1;293;7500000;2021;-1;-1;;Щербинка;25597
homeowner;Москва;9;21;1;238;7500000;2023;-1;-1;Южное Бутово;Бунинская аллея;31513
real_estate_agent;Москва;14;15;1;195;7600000;2023;8;5;;Потапово;38974
realtor;Москва;22;23;1;246;7600000;2023;15;6;Южное Бутово;Бунинская аллея;30894
real_estate_agent;Москва;4;17;1;33;7600000;2019;18;5;;Новомосковская;230303
realtor;Москва;13;16;1;295;7600000;2018;24;-1;;Новомосковская;25763
unknown;Москва;11;17;1;284;7600000;2022;17;4;;Новомосковская;26761
real_estate_agent;Москва;11;17;1;284;7700000;2022;17;4;;Кедровая;27113
homeowner;Москва;3;4;1;294;7700000;2021;29;-1;;Филатов Луг;26190
real_estate_agent;Москва;9;18;1;26;7700000;2018;18;8;Десеновское поселение;;296154
homeowner;Москва;3;17;1;276;7650000;2022;25;-1;;Новомосковская;27717
realtor;Москва;9;17;1;38;7800000;2009;17;10;;Новомосковская;205263
real_estate_agent;Москва;11;22;1;24;7800000;2021;13;4;;Филатов Луг;325000
real_estate_agent;Москва;4;20;1;255;7800000;2023;15;5;Южное Бутово;Бунинская аллея;30588
realtor;Москва;17;18;1;286;7800000;2017;-1;5;;Аэропорт Внуково;27273
realtor;Москва;1;22;1;295;7800000;2022;16;5;;Саларьево;26441
unknown;Москва;6;19;1;22;7750000;2022;11;5;;Прокшино;352273
unknown;Москва;7;9;1;26;7800000;2022;15;5;;Филатов Луг;300000
realtor;Москва;4;16;1;23;7800000;2023;-1;-1;;Потапово;339130
homeowner;Москва;14;15;1;25;7800000;2018;-1;-1;;Новомосковская;312000
real_estate_agent;Москва;19;21;3;130;159900000;-1;74;46;Пресненский;Улица 1905 года;1230000
real_estate_agent;Москва;2;13;3;120;160000000;2017;-1;5;Пресненский;Улица 1905 года;1333333
real_estate_agent;Москва;4;14;3;104;160000000;-1;-1;-1;Хамовники;Спортивная;1538462
realtor;Москва;2;18;3;152;165000000;-1;-1;55;Хамовники;Воробьёвы горы;1085526
real_estate_agent;Москва;2;7;3;146;168820000;2007;-1;40;Пресненский;Арбатская;1156301
real_estate_agent;Москва;15;21;3;155;170000000;-1;123;23;Пресненский;Улица 1905 года;1096774
real_estate_agent;Москва;3;6;3;154;312783566;2006;114;25;Хамовники;Парк Культуры;2031062
real_estate_agent;Москва;4;5;3;219;317883613;2012;-1;-1;Хамовники;Кропоткинская;1451523
real_estate_agent;Москва;4;6;3;136;395000000;1903;-1;-1;Тверской;Театральная;2904412
unknown;Москва;8;9;2;44;9900000;1976;30;6;Гольяново;Щёлковская;225000
real_estate_agent;Москва;13;22;3;175;170000000;2024;110;30;Пресненский;Краснопресненская;971429
real_estate_agent;Москва;4;7;3;138;185859780;2016;70;20;Арбат;Арбатская;1346810
real_estate_agent;Москва;2;5;3;207;434663100;2015;-1;-1;Тверской;Лубянка;2099822
real_estate_agent;Москва;17;17;1;197;7900000;2023;-1;6;;Потапово;40102
real_estate_agent;Москва;12;16;1;182;7900000;2022;9;4;;Потапово;43407
real_estate_agent;Москва;8;19;1;28;7900000;2020;16;7;Некрасовка;Некрасовка;282143
homeowner;Москва;14;16;1;23;7900000;2018;-1;-1;Крюково;Зеленоград — Крюково;343478
homeowner;Москва;2;14;1;30;7950000;2021;30;-1;;Новомосковская;265000
real_estate_agent;Москва;18;25;1;269;8000000;2024;18;3;Лианозово;Алтуфьево;29740
realtor;Москва;3;12;1;23;8000000;2017;15;3;;Бунинская аллея;347826
real_estate_agent;Москва;12;14;1;213;8000000;-1;16;-1;;Потапово;37559
real_estate_agent;Москва;2;16;1;281;8000000;2021;16;6;;Бунинская аллея;28470
real_estate_agent;Москва;2;18;1;209;8000000;-1;12;3;Солнцево;Солнцево;38278
real_estate_agent;Москва;5;12;1;217;8000000;2021;11;5;;Бунинская аллея;36866
homeowner;Москва;11;12;1;234;8000000;2020;-1;-1;Крюково;Зеленоград — Крюково;34188
homeowner;Москва;10;12;1;30;8000000;2019;25;5;;Филатов Луг;266667
unknown;Москва;2;16;1;246;8000000;2022;15;4;;Прокшино;32520
homeowner;Москва;3;7;1;267;8000000;2021;-1;-1;;Санино;29963
homeowner;Москва;8;9;1;235;8000000;2023;-1;-1;;Филатов Луг;34043
homeowner;Москва;11;17;1;41;8000000;2018;36;-1;;Бунинская аллея;195122
homeowner;Москва;7;15;1;202;8000000;-1;-1;-1;;Новомосковская;39604
real_estate_agent;Москва;1;12;1;35;8050000;2012;27;3;;Новомосковская;230000
real_estate_agent;Москва;7;10;1;34;8100000;2018;20;8;;Бунинская аллея;238235
homeowner;Москва;10;14;1;28;8100000;-1;-1;-1;;Новомосковская;289286
realtor;Москва;6;9;1;20;8100000;2023;15;5;;Потапово;405000
homeowner;Москва;16;17;1;215;8100000;2022;-1;10;;Бунинская аллея;37674
real_estate_agent;Москва;9;15;1;197;8200000;2018;-1;4;;Саларьево;41624
real_estate_agent;Москва;9;17;1;213;8200000;2024;11;5;;Потапово;38498
realtor;Москва;8;33;1;198;8150000;2024;-1;-1;Западное Дегунино;Грачёвская;41162
realtor;Москва;4;23;1;265;8190000;-1;12;6;Южное Бутово;Бунинская аллея;30906
real_estate_agent;Москва;10;13;1;23;8200000;-1;14;4;;Новомосковская;356522
homeowner;Москва;9;17;1;213;8200000;2023;10;5;;Потапово;38498
unknown;Москва;7;11;1;269;8200000;2017;18;2;;Новомосковская;30483
homeowner;Москва;16;17;1;232;8200000;-1;17;6;;Потапово;35345
real_estate_agent;Москва;5;17;1;231;8250000;2023;10;8;;Потапово;35714
real_estate_agent;Москва;9;17;1;238;8290000;2022;12;3;;Прокшино;34832
homeowner;Москва;5;17;1;231;8250000;2023;17;-1;;Потапово;35714
homeowner;Москва;3;16;1;18;8250000;2023;-1;-1;;Бунинская аллея;458333
real_estate_agent;Москва;5;20;1;33;8300000;2023;14;8;Бирюлево Восточное;Каспийская;251515
realtor;Москва;8;25;1;28;8300000;2013;-1;-1;;Новомосковская;296429
unknown;Москва;15;18;1;20;8300000;2022;-1;-1;;Потапово;415000
realtor;Москва;10;10;1;237;8300000;2019;20;-1;;Потапово;35021
homeowner;Москва;20;21;1;243;8300000;2016;-1;-1;;Новомосковская;34156
real_estate_agent;Москва;8;15;1;251;8300000;2018;-1;-1;;Новомосковская;33068
homeowner;Москва;10;15;1;198;8350000;2019;12;-1;;Саларьево;42172
homeowner;Москва;8;33;1;20;8300000;-1;15;5;Западное Дегунино;Грачёвская;415000
developer;Москва;3;3;3;71;10267200;2022;-1;-1;ТАО (Троицкий);;144608
real_estate_agent;Москва;8;9;3;80;10400000;2024;44;13;;Крёкшино;130000
real_estate_agent;Москва;11;14;2;39;10500000;-1;24;6;Северное Медведково;Медведково;269231
developer;Москва;27;52;4;114;49195944;2024;75;5;Раменки;Раменки;431543
realtor;Москва;6;25;1;28;8300000;2023;16;-1;Митино;Пятницкое шоссе;296429
homeowner;Москва;6;25;1;216;8300000;2022;11;5;Люблино;Перерва;38426
unknown;Москва;13;17;1;236;8300000;2019;10;6;Люблино;Люблино;35169
homeowner;Москва;6;14;1;236;8300000;2023;14;6;;Бульвар Адмирала Ушакова;35169
homeowner;Москва;10;15;1;253;8399000;2019;19;3;;Новомосковская;33198
realtor;Москва;4;22;1;285;8300000;2021;20;5;;Филатов Луг;29123
real_estate_agent;Москва;2;25;1;267;8499999;2023;13;7;Люблино;Депо;31835
real_estate_agent;Москва;1;12;1;38;8470000;2012;30;3;;Новомосковская;222895
real_estate_agent;Москва;7;20;1;23;8499000;-1;-1;-1;Западное Дегунино;Грачёвская;369522
homeowner;Москва;13;16;1;265;8400000;2022;-1;-1;;Прокшино;31698
homeowner;Москва;8;22;1;253;8490000;2021;-1;-1;;Филатов Луг;33557
real_estate_agent;Москва;1;25;1;23;8500000;2019;15;3;;Потапово;369565
real_estate_agent;Москва;11;24;1;264;8500000;2023;17;4;Митино;Митино;32197
unknown;Москва;10;15;1;283;8500000;2022;13;6;;Потапово;30035
unknown;Москва;8;16;1;221;8500000;2023;-1;-1;Сосенское поселение;;38462
homeowner;Москва;11;17;1;38;8500000;2010;-1;-1;Троицк;;223684
homeowner;Москва;33;34;1;205;8500000;2019;21;-1;Южное Бутово;Улица Скобелевская;41463
realtor;Москва;12;17;1;223;8500000;2019;18;4;Люблино;Люблино;38117
unknown;Москва;7;25;1;25;8500000;2023;18;5;Митино;Митино;340000
real_estate_agent;Москва;22;22;1;23;8600000;-1;13;5;Некрасовка;Некрасовка;373913
real_estate_agent;Москва;22;22;1;25;8600000;-1;-1;6;Некрасовка;Некрасовка;344000
real_estate_agent;Москва;7;14;1;245;8590000;2022;-1;24;;Ольховая;35061
homeowner;Москва;9;18;1;224;8600000;2022;10;-1;;Прокшино;38393
realtor;Москва;2;25;1;231;8550000;2023;16;7;Нижегородский;Нижегородская;37013
unknown;Москва;7;14;1;245;8590000;2022;21;4;;Потапово;35061
homeowner;Москва;7;8;1;23;8600000;2019;16;3;;Новомосковская;373913
real_estate_agent;Москва;20;25;1;25;8700000;2016;-1;5;;Ольховая;348000
real_estate_agent;Москва;13;16;1;20;8700000;2021;-1;6;Дмитровский;Лианозово;435000
realtor;Москва;21;24;1;23;8700000;2024;12;4;Нижегородский;Нижегородская;378261
real_estate_agent;Москва;8;15;1;254;8700000;2018;15;4;;Новомосковская;34252
homeowner;Москва;8;27;1;306;8700000;2013;27;3;;Новомосковская;28431
realtor;Москва;5;17;1;20;8700000;2020;-1;-1;Люблино;Люблино;435000
homeowner;Москва;16;25;1;268;8700000;2016;24;3;;Новомосковская;32463
homeowner;Москва;14;23;1;213;8700000;2024;10;6;Текстильщики;Новохохловская;40845
real_estate_agent;Москва;7;24;1;224;8750000;2024;6;12;Южное Бутово;Бунинская аллея;39063
real_estate_agent;Москва;12;16;1;28;8750000;-1;15;8;;Филатов Луг;312500
realtor;Москва;16;17;1;224;8799000;2022;15;5;;Прокшино;39281
homeowner;Москва;12;16;1;28;8750000;2022;-1;-1;;Новомосковская;312500
real_estate_agent;Москва;15;23;1;225;8800000;2023;-1;5;Солнцево;Солнцево;39111
real_estate_agent;Москва;4;16;1;31;8800000;2021;-1;6;;Бунинская аллея;283871
real_estate_agent;Москва;7;21;1;24;8800000;2023;12;4;Южное Бутово;Бунинская аллея;366667
realtor;Москва;12;25;1;197;8800000;2019;15;3;;Саларьево;44670
realtor;Москва;5;25;1;196;8800000;2021;9;5;Кунцево;Павшино;44898
homeowner;Москва;3;9;1;237;8800000;2022;11;6;;Филатов Луг;37131
real_estate_agent;Москва;17;24;1;22;8900000;2024;-1;7;Южное Бутово;Бунинская аллея;404545
real_estate_agent;Москва;17;24;1;22;8900000;2024;-1;7;Южное Бутово;Бунинская аллея;404545
developer;Москва;5;12;2;53;10886398;2024;26;13;;Щербинка;205404
real_estate_agent;Москва;14;17;3;78;12000000;-1;45;11;;Троицк;153846
unknown;Москва;24;25;1;215;8900000;-1;-1;-1;Люблино;Депо;41395
realtor;Москва;5;14;1;30;8990000;2023;22;8;Можайский;Сетунь;299667
realtor;Москва;13;25;1;20;8990000;2022;20;-1;Кунцево;Павшино;449500
homeowner;Москва;17;23;1;21;8900000;2024;14;7;Южное Бутово;Бунинская аллея;423810
realtor;Москва;10;25;1;201;8900000;2019;20;-1;;Саларьево;44279
real_estate_agent;Москва;26;31;1;23;9000000;2023;-1;5;Нижегородский;Нижегородская;391304
realtor;Москва;11;24;1;228;9000000;2024;-1;-1;Отрадное;Отрадное;39474
real_estate_agent;Москва;9;26;1;23;9000000;2017;-1;-1;Чертаново Южное;Аннино;391304
real_estate_agent;Москва;15;25;1;287;9000000;2024;19;5;Лианозово;Лианозово;31359
real_estate_agent;Москва;26;30;1;23;9000000;2023;15;3;Нижегородский;Нижегородская;391304
realtor;Москва;8;33;1;20;9000000;2023;10;5;Чертаново Южное;Красный Строитель;450000
homeowner;Москва;8;9;1;248;9000000;2018;25;-1;Северный;Физтех;36290
homeowner;Москва;9;23;1;235;9000000;2021;-1;-1;;Филатов Луг;38298
realtor;Москва;7;12;1;30;9000000;2021;-1;-1;Можайский;Сетунь;300000
homeowner;Москва;20;24;1;25;9000000;2017;20;5;;Новомосковская;360000
homeowner;Москва;3;13;1;267;9000000;2023;18;-1;;Мичуринец;33708
homeowner;Москва;6;39;1;197;9000000;2020;-1;-1;Гольяново;Локомотив;45685
realtor;Москва;25;25;1;252;9100000;2020;11;6;;Саларьево;36111
realtor;Москва;4;25;1;251;9100000;2021;20;3;Люблино;Перерва;36255
homeowner;Москва;10;16;1;27;9100000;2019;17;4;;Новомосковская;337037
unknown;Москва;29;33;1;199;9150000;2022;-1;-1;Нижегородский;Нижегородская;45980
homeowner;Москва;8;15;1;197;9100000;2018;20;-1;;Саларьево;46193
unknown;Москва;5;14;1;31;9190000;2023;21;7;Можайский;Сетунь;296452
homeowner;Москва;19;25;1;222;9100000;2019;-1;-1;;Саларьево;40991
homeowner;Москва;3;16;1;255;9100000;2019;25;-1;;Новомосковская;35686
real_estate_agent;Москва;2;17;1;25;9200000;2014;15;5;Рязанский;Рязанский проспект;368000
realtor;Москва;10;14;1;19;9200000;-1;12;5;;Филатов Луг;484211
homeowner;Москва;5;26;1;223;9200000;2021;-1;-1;Западное Дегунино;Верхние Лихоборы;41256
unknown;Москва;9;14;1;27;9200000;2022;16;5;;Потапово;340741
homeowner;Москва;23;24;1;216;9200000;2022;15;5;Текстильщики;Текстильщики;42593
real_estate_agent;Москва;13;21;1;41;9300000;2009;-1;12;;Троицк;226829
real_estate_agent;Москва;17;24;1;213;9300000;2021;13;3;Отрадное;Отрадное;43662
real_estate_agent;Москва;5;17;1;31;9300000;-1;16;-1;Можайский;Сетунь;300000
realtor;Москва;9;33;1;197;9250000;2023;-1;-1;Отрадное;Владыкино;46954
realtor;Москва;17;26;1;233;9300000;2021;17;3;Западное Дегунино;Верхние Лихоборы;39914
homeowner;Москва;10;26;1;196;9250000;2020;10;5;;Саларьево;47194
realtor;Москва;24;33;1;201;9400000;-1;10;5;Метрогородок;Бульвар Рокоссовского;46766
real_estate_agent;Москва;19;33;1;20;9400000;-1;15;-1;Метрогородок;Бульвар Рокоссовского;470000
realtor;Москва;17;25;1;201;9400000;2023;8;6;Нижегородский;Нижегородская;46766
homeowner;Москва;29;33;1;20;9350000;-1;10;5;Метрогородок;Бульвар Рокоссовского;467500
realtor;Москва;12;23;1;24;9499999;2023;-1;-1;Солнцево;Солнцево;395833
realtor;Москва;9;33;1;20;9500000;2023;10;5;Чертаново Южное;Красный Строитель;475000
homeowner;Москва;3;25;1;196;9500000;2022;14;2;Кунцево;Павшино;48469
homeowner;Москва;8;9;1;34;9500000;2017;20;9;;Потапово;279412
realtor;Москва;10;25;1;20;9500000;2019;-1;-1;;Саларьево;475000
realtor;Москва;3;33;1;198;9450000;2023;-1;9;Отрадное;Владыкино;47727
developer;Москва;3;3;2;54;11063500;2023;-1;-1;;Апрелевка;204880
developer;Москва;3;24;4;110;;2023;58;-1;Нагатинский затон;Технопарк;0
homeowner;Москва;2;15;1;20;9490016;2022;20;-1;;Потапово;474501
homeowner;Москва;6;12;1;21;9500000;2020;-1;-1;;Потапово;452381
homeowner;Москва;13;15;1;289;9500000;2021;-1;-1;;Прокшино;32872
unknown;Москва;12;21;1;237;9500000;2024;6;10;Южное Бутово;Бунинская аллея;40084
homeowner;Москва;5;15;1;23;9500000;2019;23;-1;;Новомосковская;413043
unknown;Москва;11;17;1;23;9600000;2021;-1;-1;Марьино;Люблино;417391
homeowner;Москва;13;17;1;238;9550000;2022;-1;-1;;Прокшино;40126
homeowner;Москва;9;21;1;20;9590000;2023;14;6;Текстильщики;Новохохловская;479500
homeowner;Москва;25;33;1;201;9590000;2023;10;5;Метрогородок;Бульвар Рокоссовского;47711
real_estate_agent;Москва;11;22;1;242;9700000;-1;12;5;;Саларьево;40083
realtor;Москва;19;19;1;214;9700000;2022;11;6;Тимирязевский;Лихоборы;45327
real_estate_agent;Москва;29;33;1;20;9650000;2023;10;5;Очаково-Матвеевское;Озёрная;482500
real_estate_agent;Москва;15;25;1;20;9700000;2021;-1;-1;Кунцево;Павшино;485000
realtor;Москва;14;17;1;25;9650000;2019;-1;12;Люблино;Люблино;386000
unknown;Москва;10;16;1;38;9700000;2023;-1;-1;Бирюлево Восточное;Царицыно;255263
realtor;Москва;3;26;1;20;9750000;2021;12;3;Дмитровский;Лианозово;487500
unknown;Москва;14;16;1;234;9800000;2019;14;-1;Орехово-Борисово Южное;Домодедовская;41880
homeowner;Москва;3;33;1;199;9800000;2023;10;5;Очаково-Матвеевское;Озёрная;49246
realtor;Москва;20;25;1;201;9800000;2023;10;5;Царицыно;Кантемировская;48756
homeowner;Москва;6;16;1;20;9800000;2021;10;5;;Филатов Луг;490000
developer;Москва;7;28;1;34;10453500;2024;-1;11;Отрадное;Отрадное;307456
developer;Москва;33;45;4;86;;2024;40;24;Очаково-Матвеевское;Аминьевская;0
developer;Москва;47;57;4;97;60116406;2024;-1;-1;Филевский парк;Фили;619757
developer;Москва;15;16;4;101;60445264;2024;-1;12;Даниловский;Автозаводская;598468
developer;Москва;3;13;2;54;11580464;2024;26;13;;Щербинка;214453
real_estate_agent;Москва;17;51;4;100;66000000;-1;-1;43;Пресненский;Шелепиха;660000
developer;Москва;2;17;4;117;66333150;2024;65;10;Раменки;Ломоносовский проспект;566950
developer;Москва;10;11;4;113;;2022;68;13;Покровское-Стрешнево;Спартак;0
developer;Москва;3;9;4;129;66608642;2024;68;14;Даниловский;Технопарк;516346
real_estate_agent;Москва;6;9;3;59;14950000;-1;44;6;Вешняки;Новогиреево;253390
realtor;Москва;13;18;3;74;15000000;2019;50;10;;Бунинская аллея;202703
developer;Москва;18;22;2;56;11855040;2024;33;-1;;Рассказовка;211697
developer;Москва;53;57;4;116;72195792;2024;-1;-1;Филевский парк;Фили;622378
representative_developer;Москва;3;15;4;131;74578750;2022;77;19;Раменки;Раменки;569303
real_estate_agent;Клин;5;5;2;42;4450000;1966;-1;6;Клин;;105952
real_estate_agent;Клин;4;9;1;32;3400000;1975;18;7;Клин;;106250
real_estate_agent;Клин;1;5;3;58;8600000;1964;48;7;Клин;;148276
real_estate_agent;Клин;2;3;3;76;6150000;1952;55;9;Клин;;80921
realtor;Клин;4;5;2;42;4750000;1963;28;6;Клин;;113095
real_estate_agent;Клин;7;9;1;21;2640000;-1;10;5;Клин;;125714
real_estate_agent;Клин;1;5;2;45;4300000;1968;30;6;Клин;;95556
real_estate_agent;Клин;2;5;2;42;5400000;1971;23;7;Клин;;128571
real_estate_agent;Клин;1;5;2;43;4300000;1968;30;7;Клин;;100000
real_estate_agent;Клин;4;5;2;44;4400000;1960;30;6;Клин;;100000
realtor;Клин;2;5;2;46;4349000;1960;-1;6;Клин;;94543
realtor;Клин;1;3;3;143;10000000;-1;-1;10;Клин;;69930
homeowner;Клин;2;4;3;65;6300000;2012;50;10;Клин;;96923
real_estate_agent;Клин;1;9;3;67;7500000;-1;54;8;Клин;;111940
realtor;Клин;2;5;3;67;7500000;1997;45;6;Клин;;111940
real_estate_agent;Клин;3;4;1;37;4600000;-1;18;8;Клин;;124324
homeowner;Клин;5;5;2;50;5000000;1997;31;7;Клин;;100000
real_estate_agent;Клин;5;9;3;59;6500000;1974;-1;7;Клин;;110169
homeowner;Клин;3;5;2;42;4400000;-1;-1;-1;;;104762
real_estate_agent;Клин;1;9;1;48;5900000;2019;22;12;;;122917
real_estate_agent;Клин;3;5;2;56;6900000;-1;27;8;Клин;;123214
real_estate_agent;Клин;4;4;1;47;5950000;2008;20;11;Клин;;126596
real_estate_agent;Клин;7;9;1;301;5200000;2016;15;10;Клин;;17276
realtor;Клин;5;5;2;45;4600000;-1;-1;-1;Клин;;102222
realtor;Клин;5;9;3;60;5999000;-1;-1;-1;Клин;;99983
realtor;Клин;3;9;1;37;5470000;2015;18;8;Клин;;147838
real_estate_agent;Клин;9;9;1;28;3990000;-1;14;7;;;142500
real_estate_agent;Клин;3;4;2;44;5650000;-1;-1;6;Клин;;128409
real_estate_agent;Клин;4;9;1;37;4280000;-1;18;8;Клин;;115676
real_estate_agent;Клин;4;5;1;305;3800000;1974;18;6;Клин;;12459
realtor;Клин;2;6;1;32;3490000;1962;19;6;Клин;;109063
real_estate_agent;Клин;8;9;2;49;5249999;1978;-1;8;Клин;;107143
real_estate_agent;Клин;1;5;2;56;5600000;-1;31;8;Клин;;100000
real_estate_agent;Клин;2;9;1;40;6150000;2017;18;10;Клин;;153750
real_estate_agent;Клин;5;5;2;43;4590000;-1;28;6;Клин;;106744
realtor;Клин;3;4;3;58;5990000;1962;45;6;Клин;;103276
real_estate_agent;Клин;3;5;2;45;5600000;1970;28;-1;Клин;;124444
real_estate_agent;Клин;1;5;3;60;8500000;1979;42;8;Клин;;141667
real_estate_agent;Клин;5;5;1;30;3430000;-1;12;6;Клин;;114333
real_estate_agent;Клин;3;9;1;32;4150000;-1;18;6;Клин;;129688
realtor;Клин;6;9;1;307;4300000;2018;16;7;;;14007
real_estate_agent;Клин;4;9;1;274;4500000;2023;15;7;;;16423
real_estate_agent;Клин;4;5;3;56;5900000;-1;43;7;Клин;;105357
real_estate_agent;Клин;5;5;1;40;4700000;1983;20;8;Клин;;117500
realtor;Клин;9;9;1;32;3850000;1979;18;7;Клин;;120313
real_estate_agent;Москва;5;38;1;39;20500000;2024;16;10;Останкинский;Улица Сергея Эйзенштейна;525641
real_estate_agent;Москва;4;4;1;20;7700000;1935;13;3;Даниловский;Тульская;385000
real_estate_agent;Москва;4;6;4;192;105000000;-1;170;17;Тверской;Пушкинская;546875
developer;Москва;4;17;2;88;51098000;2024;45;2;Гагаринский;Ленинский проспект;580659
real_estate_agent;Москва;9;21;3;117;115000000;2023;-1;10;Пресненский;Улица 1905 года;982906
real_estate_agent;Москва;4;7;3;142;49900000;1999;81;12;Таганский;Курская;351408
developer;Москва;65;66;3;85;84942000;2020;-1;-1;Пресненский;Москва-Сити;999318
real_estate_agent;Москва;4;5;3;150;195000000;-1;132;14;Пресненский;Тверская;1300000
real_estate_agent;Москва;14;36;3;96;56000000;2018;33;40;Хорошево-Мневники;Шелепиха;583333
real_estate_agent;Москва;9;38;3;70;32000000;2010;-1;10;Хорошевский;Беговая;457143
realtor;Москва;15;28;2;64;49000000;2022;37;19;Раменки;Раменки;765625
realtor;Москва;2;9;2;45;15200000;1968;28;7;Очаково-Матвеевское;Матвеевская;337778
developer;Москва;3;16;2;47;22190784;2024;42;-1;Даниловский;Тульская;472144
real_estate_agent;Москва;8;19;2;64;29800000;2016;30;10;Богородское;Белокаменная;465625
developer;Москва;36;67;3;96;105000000;2023;77;15;Пресненский;Москва-Сити;1093750
developer;Москва;4;30;3;142;56000000;2020;-1;-1;Якиманка;Серпуховская;394366
real_estate_agent;Москва;6;17;3;73;24500000;1992;46;10;Богородское;Преображенская площадь;335616
real_estate_agent;Москва;14;22;3;84;45000000;2020;40;11;Свиблово;Ботанический сад;535714
real_estate_agent;Москва;6;6;4;169;90000000;1902;-1;-1;Пресненский;Арбатская;532544
real_estate_agent;Москва;2;7;4;190;125000000;1912;110;20;Якиманка;Третьяковская;657895
developer;Москва;4;19;4;255;127750000;2024;65;13;Красносельский;Красные ворота;500980
real_estate_agent;Москва;7;15;4;169;77000000;1999;-1;16;Мещанский;Сухаревская;455621
developer;Москва;12;14;4;75;41583970;2024;39;-1;Пресненский;Шелепиха;554453
real_estate_agent;Москва;5;12;4;155;117160000;-1;136;15;Раменки;Мичуринский проспект;755871
real_estate_agent;Москва;6;6;3;135;76900000;1933;90;10;Красносельский;Красные ворота;569630
